_id,date,agegrp,covid_deaths
2611,2021-11-12T00:00:00,80+,8
2612,2021-11-13T00:00:00,40-49,1
2613,2021-11-13T00:00:00,50-59,2
2614,2021-11-13T00:00:00,60-69,5
2615,2021-11-13T00:00:00,70-79,7
2616,2021-11-13T00:00:00,80+,8
2617,2021-11-14T00:00:00,30-39,3
2618,2021-11-14T00:00:00,40-49,1
2619,2021-11-14T00:00:00,60-69,6
2620,2021-11-14T00:00:00,70-79,7
2621,2021-11-14T00:00:00,80+,8
2622,2021-11-15T00:00:00,20-29,1
2623,2021-11-15T00:00:00,30-39,2
2624,2021-11-15T00:00:00,40-49,2
2625,2021-11-15T00:00:00,50-59,2
2626,2021-11-15T00:00:00,60-69,4
2627,2021-11-15T00:00:00,70-79,8
2628,2021-11-15T00:00:00,80+,11
2629,2021-11-16T00:00:00,50-59,2
2630,2021-11-16T00:00:00,60-69,11
2631,2021-11-16T00:00:00,70-79,6
2632,2021-11-16T00:00:00,80+,12
2633,2021-11-17T00:00:00,30-39,1
2634,2021-11-17T00:00:00,40-49,1
2635,2021-11-17T00:00:00,50-59,7
2636,2021-11-17T00:00:00,60-69,3
2637,2021-11-17T00:00:00,70-79,2
2638,2021-11-17T00:00:00,80+,9
2639,2021-11-18T00:00:00,40-49,1
2640,2021-11-18T00:00:00,50-59,4
2641,2021-11-18T00:00:00,60-69,3
2642,2021-11-18T00:00:00,70-79,11
2643,2021-11-18T00:00:00,80+,11
2644,2021-11-19T00:00:00,30-39,1
2645,2021-11-19T00:00:00,40-49,2
2646,2021-11-19T00:00:00,50-59,3
2647,2021-11-19T00:00:00,60-69,8
2648,2021-11-19T00:00:00,70-79,4
2649,2021-11-19T00:00:00,80+,16
2650,2021-11-20T00:00:00,40-49,1
2651,2021-11-20T00:00:00,50-59,2
2652,2021-11-20T00:00:00,60-69,5
2653,2021-11-20T00:00:00,70-79,4
2654,2021-11-20T00:00:00,80+,10
2655,2021-11-21T00:00:00,40-49,3
2656,2021-11-21T00:00:00,50-59,1
2657,2021-11-21T00:00:00,60-69,5
2658,2021-11-21T00:00:00,70-79,10
2659,2021-11-21T00:00:00,80+,12
2660,2021-11-22T00:00:00,30-39,1
2661,2021-11-22T00:00:00,40-49,2
2662,2021-11-22T00:00:00,50-59,2
2663,2021-11-22T00:00:00,60-69,4
2664,2021-11-22T00:00:00,70-79,8
2665,2021-11-22T00:00:00,80+,9
2666,2021-11-23T00:00:00,20-29,1
2667,2021-11-23T00:00:00,50-59,1
2668,2021-11-23T00:00:00,60-69,5
2669,2021-11-23T00:00:00,70-79,7
2670,2021-11-23T00:00:00,80+,9
2671,2021-11-24T00:00:00,40-49,2
2672,2021-11-24T00:00:00,50-59,7
2673,2021-11-24T00:00:00,60-69,8
2674,2021-11-24T00:00:00,70-79,5
2675,2021-11-24T00:00:00,80+,17
2676,2021-11-25T00:00:00,20-29,1
2677,2021-11-25T00:00:00,40-49,2
2678,2021-11-25T00:00:00,50-59,2
2679,2021-11-25T00:00:00,60-69,9
2680,2021-11-25T00:00:00,70-79,7
2681,2021-11-25T00:00:00,80+,16
2682,2021-11-26T00:00:00,40-49,6
2683,2021-11-26T00:00:00,50-59,5
2684,2021-11-26T00:00:00,60-69,6
2685,2021-11-26T00:00:00,70-79,6
2686,2021-11-26T00:00:00,80+,7
2687,2021-11-27T00:00:00,0-19,1
2688,2021-11-27T00:00:00,20-29,1
2689,2021-11-27T00:00:00,40-49,3
2690,2021-11-27T00:00:00,50-59,8
2691,2021-11-27T00:00:00,60-69,8
2692,2021-11-27T00:00:00,70-79,14
2693,2021-11-27T00:00:00,80+,14
2694,2021-11-28T00:00:00,0-19,1
2695,2021-11-28T00:00:00,40-49,3
2696,2021-11-28T00:00:00,50-59,5
2697,2021-11-28T00:00:00,60-69,9
2698,2021-11-28T00:00:00,70-79,11
2699,2021-11-28T00:00:00,80+,7
2700,2021-11-29T00:00:00,20-29,1
2701,2021-11-29T00:00:00,40-49,3
2702,2021-11-29T00:00:00,50-59,4
2703,2021-11-29T00:00:00,60-69,10
2704,2021-11-29T00:00:00,70-79,6
2705,2021-11-29T00:00:00,80+,13
2706,2021-11-30T00:00:00,30-39,3
2707,2021-11-30T00:00:00,50-59,3
2708,2021-11-30T00:00:00,60-69,4
2709,2021-11-30T00:00:00,70-79,11
2710,2021-11-30T00:00:00,80+,13
2711,2021-12-01T00:00:00,50-59,2
2712,2021-12-01T00:00:00,60-69,9
2713,2021-12-01T00:00:00,70-79,16
2714,2021-12-01T00:00:00,80+,18
2715,2021-12-02T00:00:00,30-39,3
2716,2021-12-02T00:00:00,50-59,4
2717,2021-12-02T00:00:00,60-69,6
2718,2021-12-02T00:00:00,70-79,12
2719,2021-12-02T00:00:00,80+,14
2720,2021-12-03T00:00:00,20-29,1
2721,2021-12-03T00:00:00,30-39,1
2722,2021-12-03T00:00:00,40-49,4
2723,2021-12-03T00:00:00,50-59,3
2724,2021-12-03T00:00:00,60-69,10
2725,2021-12-03T00:00:00,70-79,8
2726,2021-12-03T00:00:00,80+,21
2727,2021-12-04T00:00:00,30-39,1
2728,2021-12-04T00:00:00,50-59,4
2729,2021-12-04T00:00:00,60-69,5
2730,2021-12-04T00:00:00,70-79,10
2731,2021-12-04T00:00:00,80+,14
2732,2021-12-05T00:00:00,20-29,1
2733,2021-12-05T00:00:00,40-49,4
2734,2021-12-05T00:00:00,50-59,1
2735,2021-12-05T00:00:00,60-69,6
2736,2021-12-05T00:00:00,70-79,21
2737,2021-12-05T00:00:00,80+,13
2738,2021-12-06T00:00:00,40-49,4
2739,2021-12-06T00:00:00,50-59,12
2740,2021-12-06T00:00:00,60-69,11
2741,2021-12-06T00:00:00,70-79,11
2742,2021-12-06T00:00:00,80+,11
2743,2021-12-07T00:00:00,30-39,1
2744,2021-12-07T00:00:00,40-49,6
2745,2021-12-07T00:00:00,50-59,9
2746,2021-12-07T00:00:00,60-69,10
2747,2021-12-07T00:00:00,70-79,11
2748,2021-12-07T00:00:00,80+,18
2749,2021-12-08T00:00:00,0-19,1
2750,2021-12-08T00:00:00,30-39,1
2751,2021-12-08T00:00:00,40-49,2
2752,2021-12-08T00:00:00,50-59,1
2753,2021-12-08T00:00:00,60-69,12
2754,2021-12-08T00:00:00,70-79,14
2755,2021-12-08T00:00:00,80+,18
2756,2021-12-09T00:00:00,0-19,1
2757,2021-12-09T00:00:00,20-29,1
2758,2021-12-09T00:00:00,30-39,1
2759,2021-12-09T00:00:00,40-49,2
2760,2021-12-09T00:00:00,50-59,9
2761,2021-12-09T00:00:00,60-69,12
2762,2021-12-09T00:00:00,70-79,16
2763,2021-12-09T00:00:00,80+,18
2764,2021-12-10T00:00:00,30-39,1
2765,2021-12-10T00:00:00,40-49,6
2766,2021-12-10T00:00:00,50-59,8
2767,2021-12-10T00:00:00,60-69,8
2768,2021-12-10T00:00:00,70-79,11
2769,2021-12-10T00:00:00,80+,17
2770,2021-12-11T00:00:00,20-29,1
2771,2021-12-11T00:00:00,30-39,1
2772,2021-12-11T00:00:00,40-49,1
2773,2021-12-11T00:00:00,50-59,9
2774,2021-12-11T00:00:00,60-69,13
2775,2021-12-11T00:00:00,70-79,10
2776,2021-12-11T00:00:00,80+,17
2777,2021-12-12T00:00:00,20-29,1
2778,2021-12-12T00:00:00,40-49,4
2779,2021-12-12T00:00:00,50-59,8
2780,2021-12-12T00:00:00,60-69,12
2781,2021-12-12T00:00:00,70-79,7
2782,2021-12-12T00:00:00,80+,11
2783,2021-12-13T00:00:00,30-39,1
2784,2021-12-13T00:00:00,40-49,2
2785,2021-12-13T00:00:00,50-59,5
2786,2021-12-13T00:00:00,60-69,12
2787,2021-12-13T00:00:00,70-79,12
2788,2021-12-13T00:00:00,80+,12
2789,2021-12-14T00:00:00,30-39,1
2790,2021-12-14T00:00:00,40-49,2
2791,2021-12-14T00:00:00,50-59,10
2792,2021-12-14T00:00:00,60-69,13
2793,2021-12-14T00:00:00,70-79,21
2794,2021-12-14T00:00:00,80+,22
2795,2021-12-15T00:00:00,20-29,1
2796,2021-12-15T00:00:00,40-49,4
2797,2021-12-15T00:00:00,50-59,7
2798,2021-12-15T00:00:00,60-69,11
2799,2021-12-15T00:00:00,70-79,17
2800,2021-12-15T00:00:00,80+,21
2801,2021-12-16T00:00:00,30-39,2
2802,2021-12-16T00:00:00,40-49,6
2803,2021-12-16T00:00:00,50-59,9
2804,2021-12-16T00:00:00,60-69,12
2805,2021-12-16T00:00:00,70-79,20
2806,2021-12-16T00:00:00,80+,15
2807,2021-12-17T00:00:00,0-19,1
2808,2021-12-17T00:00:00,20-29,1
2809,2021-12-17T00:00:00,40-49,5
2810,2021-12-17T00:00:00,50-59,9
2811,2021-12-17T00:00:00,60-69,13
2812,2021-12-17T00:00:00,70-79,13
2813,2021-12-17T00:00:00,80+,13
2814,2021-12-18T00:00:00,0-19,1
2815,2021-12-18T00:00:00,20-29,1
2816,2021-12-18T00:00:00,50-59,6
2817,2021-12-18T00:00:00,60-69,19
2818,2021-12-18T00:00:00,70-79,21
2819,2021-12-18T00:00:00,80+,10
2820,2021-12-19T00:00:00,30-39,1
2821,2021-12-19T00:00:00,40-49,4
2822,2021-12-19T00:00:00,50-59,8
2823,2021-12-19T00:00:00,60-69,23
2824,2021-12-19T00:00:00,70-79,11
2825,2021-12-19T00:00:00,80+,18
2826,2021-12-20T00:00:00,30-39,1
2827,2021-12-20T00:00:00,50-59,5
2828,2021-12-20T00:00:00,60-69,16
2829,2021-12-20T00:00:00,70-79,9
2830,2021-12-20T00:00:00,80+,18
2831,2021-12-21T00:00:00,30-39,3
2832,2021-12-21T00:00:00,40-49,3
2833,2021-12-21T00:00:00,50-59,9
2834,2021-12-21T00:00:00,60-69,15
2835,2021-12-21T00:00:00,70-79,18
2836,2021-12-21T00:00:00,80+,22
2837,2021-12-22T00:00:00,0-19,1
2838,2021-12-22T00:00:00,20-29,1
2839,2021-12-22T00:00:00,30-39,1
2840,2021-12-22T00:00:00,40-49,3
2841,2021-12-22T00:00:00,50-59,11
2842,2021-12-22T00:00:00,60-69,16
2843,2021-12-22T00:00:00,70-79,16
2844,2021-12-22T00:00:00,80+,20
2845,2021-12-23T00:00:00,40-49,4
2846,2021-12-23T00:00:00,50-59,9
2847,2021-12-23T00:00:00,60-69,16
2848,2021-12-23T00:00:00,70-79,15
2849,2021-12-23T00:00:00,80+,19
2850,2021-12-24T00:00:00,20-29,1
2851,2021-12-24T00:00:00,30-39,1
2852,2021-12-24T00:00:00,40-49,4
2853,2021-12-24T00:00:00,50-59,6
2854,2021-12-24T00:00:00,60-69,10
2855,2021-12-24T00:00:00,70-79,21
2856,2021-12-24T00:00:00,80+,11
2857,2021-12-25T00:00:00,30-39,1
2858,2021-12-25T00:00:00,40-49,3
2859,2021-12-25T00:00:00,50-59,9
2860,2021-12-25T00:00:00,60-69,18
2861,2021-12-25T00:00:00,70-79,16
2862,2021-12-25T00:00:00,80+,18
2863,2021-12-26T00:00:00,30-39,2
2864,2021-12-26T00:00:00,40-49,3
2865,2021-12-26T00:00:00,50-59,7
2866,2021-12-26T00:00:00,60-69,17
2867,2021-12-26T00:00:00,70-79,12
2868,2021-12-26T00:00:00,80+,16
2869,2021-12-27T00:00:00,20-29,1
2870,2021-12-27T00:00:00,30-39,2
2871,2021-12-27T00:00:00,50-59,9
2872,2021-12-27T00:00:00,60-69,15
2873,2021-12-27T00:00:00,70-79,17
2874,2021-12-27T00:00:00,80+,22
2875,2021-12-28T00:00:00,20-29,1
2876,2021-12-28T00:00:00,30-39,2
2877,2021-12-28T00:00:00,40-49,4
2878,2021-12-28T00:00:00,50-59,6
2879,2021-12-28T00:00:00,60-69,14
2880,2021-12-28T00:00:00,70-79,18
2881,2021-12-28T00:00:00,80+,13
2882,2021-12-29T00:00:00,30-39,1
2883,2021-12-29T00:00:00,40-49,5
2884,2021-12-29T00:00:00,50-59,14
2885,2021-12-29T00:00:00,60-69,19
2886,2021-12-29T00:00:00,70-79,19
2887,2021-12-29T00:00:00,80+,18
2888,2021-12-30T00:00:00,20-29,1
2889,2021-12-30T00:00:00,40-49,4
2890,2021-12-30T00:00:00,50-59,6
2891,2021-12-30T00:00:00,60-69,24
2892,2021-12-30T00:00:00,70-79,11
2893,2021-12-30T00:00:00,80+,22
2894,2021-12-31T00:00:00,30-39,2
2895,2021-12-31T00:00:00,40-49,4
2896,2021-12-31T00:00:00,50-59,12
2897,2021-12-31T00:00:00,60-69,14
2898,2021-12-31T00:00:00,70-79,20
2899,2021-12-31T00:00:00,80+,11
2900,2022-01-01T00:00:00,40-49,1
2901,2022-01-01T00:00:00,50-59,11
2902,2022-01-01T00:00:00,60-69,13
2903,2022-01-01T00:00:00,70-79,18
2904,2022-01-01T00:00:00,80+,14
2905,2022-01-02T00:00:00,30-39,3
2906,2022-01-02T00:00:00,40-49,4
2907,2022-01-02T00:00:00,50-59,7
2908,2022-01-02T00:00:00,60-69,10
2909,2022-01-02T00:00:00,70-79,19
2910,2022-01-02T00:00:00,80+,13
2911,2022-01-03T00:00:00,20-29,1
2912,2022-01-03T00:00:00,30-39,1
2913,2022-01-03T00:00:00,40-49,8
2914,2022-01-03T00:00:00,50-59,7
2915,2022-01-03T00:00:00,60-69,22
2916,2022-01-03T00:00:00,70-79,19
2917,2022-01-03T00:00:00,80+,15
2918,2022-01-04T00:00:00,20-29,1
2919,2022-01-04T00:00:00,40-49,7
2920,2022-01-04T00:00:00,50-59,7
2921,2022-01-04T00:00:00,60-69,14
2922,2022-01-04T00:00:00,70-79,16
2923,2022-01-04T00:00:00,80+,14
2924,2022-01-05T00:00:00,30-39,1
2925,2022-01-05T00:00:00,40-49,1
2926,2022-01-05T00:00:00,50-59,12
2927,2022-01-05T00:00:00,60-69,10
2928,2022-01-05T00:00:00,70-79,11
2929,2022-01-05T00:00:00,80+,16
2930,2022-01-06T00:00:00,20-29,1
2931,2022-01-06T00:00:00,40-49,3
2932,2022-01-06T00:00:00,50-59,3
2933,2022-01-06T00:00:00,60-69,16
2934,2022-01-06T00:00:00,70-79,18
2935,2022-01-06T00:00:00,80+,17
2936,2022-01-07T00:00:00,30-39,3
2937,2022-01-07T00:00:00,40-49,5
2938,2022-01-07T00:00:00,50-59,7
2939,2022-01-07T00:00:00,60-69,9
2940,2022-01-07T00:00:00,70-79,22
2941,2022-01-07T00:00:00,80+,23
2942,2022-01-08T00:00:00,40-49,3
2943,2022-01-08T00:00:00,50-59,11
2944,2022-01-08T00:00:00,60-69,13
2945,2022-01-08T00:00:00,70-79,19
2946,2022-01-08T00:00:00,80+,24
2947,2022-01-09T00:00:00,40-49,4
2948,2022-01-09T00:00:00,50-59,6
2949,2022-01-09T00:00:00,60-69,21
2950,2022-01-09T00:00:00,70-79,17
2951,2022-01-09T00:00:00,80+,19
2952,2022-01-10T00:00:00,0-19,1
2953,2022-01-10T00:00:00,20-29,1
2954,2022-01-10T00:00:00,30-39,1
2955,2022-01-10T00:00:00,40-49,2
2956,2022-01-10T00:00:00,50-59,10
2957,2022-01-10T00:00:00,60-69,24
2958,2022-01-10T00:00:00,70-79,17
2959,2022-01-10T00:00:00,80+,14
2960,2022-01-11T00:00:00,20-29,2
2961,2022-01-11T00:00:00,30-39,2
2962,2022-01-11T00:00:00,40-49,8
2963,2022-01-11T00:00:00,50-59,8
2964,2022-01-11T00:00:00,60-69,18
2965,2022-01-11T00:00:00,70-79,23
2966,2022-01-11T00:00:00,80+,23
2967,2022-01-12T00:00:00,0-19,1
2968,2022-01-12T00:00:00,20-29,2
2969,2022-01-12T00:00:00,40-49,3
2970,2022-01-12T00:00:00,50-59,5
2971,2022-01-12T00:00:00,60-69,19
2972,2022-01-12T00:00:00,70-79,23
2973,2022-01-12T00:00:00,80+,28
2974,2022-01-13T00:00:00,20-29,2
2975,2022-01-13T00:00:00,30-39,2
2976,2022-01-13T00:00:00,40-49,3
2977,2022-01-13T00:00:00,50-59,13
2978,2022-01-13T00:00:00,60-69,17
2979,2022-01-13T00:00:00,70-79,23
2980,2022-01-13T00:00:00,80+,26
2981,2022-01-14T00:00:00,30-39,2
2982,2022-01-14T00:00:00,40-49,5
2983,2022-01-14T00:00:00,50-59,6
2984,2022-01-14T00:00:00,60-69,21
2985,2022-01-14T00:00:00,70-79,17
2986,2022-01-14T00:00:00,80+,25
2987,2022-01-15T00:00:00,30-39,2
2988,2022-01-15T00:00:00,40-49,3
2989,2022-01-15T00:00:00,50-59,12
2990,2022-01-15T00:00:00,60-69,16
2991,2022-01-15T00:00:00,70-79,14
2992,2022-01-15T00:00:00,80+,26
2993,2022-01-16T00:00:00,20-29,1
2994,2022-01-16T00:00:00,30-39,1
2995,2022-01-16T00:00:00,40-49,2
2996,2022-01-16T00:00:00,50-59,12
2997,2022-01-16T00:00:00,60-69,17
2998,2022-01-16T00:00:00,70-79,19
2999,2022-01-16T00:00:00,80+,29
3000,2022-01-17T00:00:00,0-19,1
3001,2022-01-17T00:00:00,40-49,2
3002,2022-01-17T00:00:00,50-59,8
3003,2022-01-17T00:00:00,60-69,13
3004,2022-01-17T00:00:00,70-79,20
3005,2022-01-17T00:00:00,80+,29
3006,2022-01-18T00:00:00,30-39,2
3007,2022-01-18T00:00:00,40-49,3
3008,2022-01-18T00:00:00,50-59,8
3009,2022-01-18T00:00:00,60-69,19
3010,2022-01-18T00:00:00,70-79,19
3011,2022-01-18T00:00:00,80+,15
3012,2022-01-19T00:00:00,30-39,1
3013,2022-01-19T00:00:00,40-49,4
3014,2022-01-19T00:00:00,50-59,4
3015,2022-01-19T00:00:00,60-69,20
3016,2022-01-19T00:00:00,70-79,29
3017,2022-01-19T00:00:00,80+,28
3018,2022-01-20T00:00:00,30-39,2
3019,2022-01-20T00:00:00,40-49,1
3020,2022-01-20T00:00:00,50-59,7
3021,2022-01-20T00:00:00,60-69,22
3022,2022-01-20T00:00:00,70-79,15
3023,2022-01-20T00:00:00,80+,28
3024,2022-01-21T00:00:00,0-19,1
3025,2022-01-21T00:00:00,20-29,1
3026,2022-01-21T00:00:00,30-39,1
3027,2022-01-21T00:00:00,40-49,3
3028,2022-01-21T00:00:00,50-59,10
3029,2022-01-21T00:00:00,60-69,16
3030,2022-01-21T00:00:00,70-79,17
3031,2022-01-21T00:00:00,80+,33
3032,2022-01-22T00:00:00,20-29,1
3033,2022-01-22T00:00:00,40-49,4
3034,2022-01-22T00:00:00,50-59,2
3035,2022-01-22T00:00:00,60-69,8
3036,2022-01-22T00:00:00,70-79,23
3037,2022-01-22T00:00:00,80+,14
3038,2022-01-23T00:00:00,40-49,7
3039,2022-01-23T00:00:00,50-59,9
3040,2022-01-23T00:00:00,60-69,12
3041,2022-01-23T00:00:00,70-79,19
3042,2022-01-23T00:00:00,80+,26
3043,2022-01-24T00:00:00,30-39,2
3044,2022-01-24T00:00:00,40-49,3
3045,2022-01-24T00:00:00,50-59,6
3046,2022-01-24T00:00:00,60-69,11
3047,2022-01-24T00:00:00,70-79,21
3048,2022-01-24T00:00:00,80+,25
3049,2022-01-25T00:00:00,20-29,1
3050,2022-01-25T00:00:00,30-39,1
3051,2022-01-25T00:00:00,40-49,3
3052,2022-01-25T00:00:00,50-59,8
3053,2022-01-25T00:00:00,60-69,14
3054,2022-01-25T00:00:00,70-79,10
3055,2022-01-25T00:00:00,80+,20
3056,2022-01-26T00:00:00,30-39,1
3057,2022-01-26T00:00:00,40-49,1
3058,2022-01-26T00:00:00,50-59,1
3059,2022-01-26T00:00:00,60-69,16
3060,2022-01-26T00:00:00,70-79,20
3061,2022-01-26T00:00:00,80+,22
3062,2022-01-27T00:00:00,20-29,1
3063,2022-01-27T00:00:00,40-49,5
3064,2022-01-27T00:00:00,50-59,4
3065,2022-01-27T00:00:00,60-69,11
3066,2022-01-27T00:00:00,70-79,22
3067,2022-01-27T00:00:00,80+,29
3068,2022-01-28T00:00:00,30-39,1
3069,2022-01-28T00:00:00,40-49,1
3070,2022-01-28T00:00:00,50-59,6
3071,2022-01-28T00:00:00,60-69,13
3072,2022-01-28T00:00:00,70-79,16
3073,2022-01-28T00:00:00,80+,25
3074,2022-01-29T00:00:00,0-19,1
3075,2022-01-29T00:00:00,30-39,1
3076,2022-01-29T00:00:00,40-49,6
3077,2022-01-29T00:00:00,50-59,6
3078,2022-01-29T00:00:00,60-69,15
3079,2022-01-29T00:00:00,70-79,23
3080,2022-01-29T00:00:00,80+,25
3081,2022-01-30T00:00:00,20-29,1
3082,2022-01-30T00:00:00,30-39,2
3083,2022-01-30T00:00:00,40-49,3
3084,2022-01-30T00:00:00,50-59,15
3085,2022-01-30T00:00:00,60-69,11
3086,2022-01-30T00:00:00,70-79,12
3087,2022-01-30T00:00:00,80+,21
3088,2022-01-31T00:00:00,20-29,1
3089,2022-01-31T00:00:00,30-39,2
3090,2022-01-31T00:00:00,40-49,1
3091,2022-01-31T00:00:00,50-59,5
3092,2022-01-31T00:00:00,60-69,10
3093,2022-01-31T00:00:00,70-79,17
3094,2022-01-31T00:00:00,80+,21
3095,2022-02-01T00:00:00,30-39,1
3096,2022-02-01T00:00:00,40-49,1
3097,2022-02-01T00:00:00,50-59,7
3098,2022-02-01T00:00:00,60-69,6
3099,2022-02-01T00:00:00,70-79,12
3100,2022-02-01T00:00:00,80+,26
3101,2022-02-02T00:00:00,0-19,1
3102,2022-02-02T00:00:00,40-49,2
3103,2022-02-02T00:00:00,50-59,5
3104,2022-02-02T00:00:00,60-69,6
3105,2022-02-02T00:00:00,70-79,16
3106,2022-02-02T00:00:00,80+,28
3107,2022-02-03T00:00:00,40-49,1
3108,2022-02-03T00:00:00,50-59,2
3109,2022-02-03T00:00:00,60-69,10
3110,2022-02-03T00:00:00,70-79,15
3111,2022-02-03T00:00:00,80+,25
3112,2022-02-04T00:00:00,40-49,2
3113,2022-02-04T00:00:00,50-59,7
3114,2022-02-04T00:00:00,60-69,14
3115,2022-02-04T00:00:00,70-79,12
3116,2022-02-04T00:00:00,80+,19
3117,2022-02-05T00:00:00,20-29,1
3118,2022-02-05T00:00:00,40-49,4
3119,2022-02-05T00:00:00,50-59,6
3120,2022-02-05T00:00:00,60-69,7
3121,2022-02-05T00:00:00,70-79,18
3122,2022-02-05T00:00:00,80+,29
3123,2022-02-06T00:00:00,20-29,1
3124,2022-02-06T00:00:00,30-39,1
3125,2022-02-06T00:00:00,40-49,1
3126,2022-02-06T00:00:00,50-59,5
3127,2022-02-06T00:00:00,60-69,9
3128,2022-02-06T00:00:00,70-79,10
3129,2022-02-06T00:00:00,80+,14
3130,2022-02-07T00:00:00,40-49,2
3131,2022-02-07T00:00:00,50-59,3
3132,2022-02-07T00:00:00,60-69,8
3133,2022-02-07T00:00:00,70-79,10
3134,2022-02-07T00:00:00,80+,20
3135,2022-02-08T00:00:00,20-29,1
3136,2022-02-08T00:00:00,40-49,3
3137,2022-02-08T00:00:00,50-59,2
3138,2022-02-08T00:00:00,60-69,13
3139,2022-02-08T00:00:00,70-79,21
3140,2022-02-08T00:00:00,80+,16
3141,2022-02-09T00:00:00,40-49,2
3142,2022-02-09T00:00:00,50-59,3
3143,2022-02-09T00:00:00,60-69,11
3144,2022-02-09T00:00:00,70-79,12
3145,2022-02-09T00:00:00,80+,24
3146,2022-02-10T00:00:00,20-29,1
3147,2022-02-10T00:00:00,40-49,1
3148,2022-02-10T00:00:00,50-59,7
3149,2022-02-10T00:00:00,60-69,10
3150,2022-02-10T00:00:00,70-79,12
3151,2022-02-10T00:00:00,80+,15
3152,2022-02-11T00:00:00,30-39,1
3153,2022-02-11T00:00:00,40-49,2
3154,2022-02-11T00:00:00,50-59,5
3155,2022-02-11T00:00:00,60-69,9
3156,2022-02-11T00:00:00,70-79,11
3157,2022-02-11T00:00:00,80+,12
3158,2022-02-12T00:00:00,40-49,1
3159,2022-02-12T00:00:00,50-59,3
3160,2022-02-12T00:00:00,60-69,9
3161,2022-02-12T00:00:00,70-79,18
3162,2022-02-12T00:00:00,80+,23
3163,2022-02-13T00:00:00,20-29,1
3164,2022-02-13T00:00:00,30-39,3
3165,2022-02-13T00:00:00,40-49,3
3166,2022-02-13T00:00:00,50-59,6
3167,2022-02-13T00:00:00,60-69,11
3168,2022-02-13T00:00:00,70-79,17
3169,2022-02-13T00:00:00,80+,16
3170,2022-02-14T00:00:00,50-59,6
3171,2022-02-14T00:00:00,60-69,10
3172,2022-02-14T00:00:00,70-79,8
3173,2022-02-14T00:00:00,80+,19
3174,2022-02-15T00:00:00,20-29,1
3175,2022-02-15T00:00:00,30-39,1
3176,2022-02-15T00:00:00,40-49,1
3177,2022-02-15T00:00:00,50-59,2
3178,2022-02-15T00:00:00,60-69,10
3179,2022-02-15T00:00:00,70-79,10
3180,2022-02-15T00:00:00,80+,18
3181,2022-02-16T00:00:00,30-39,1
3182,2022-02-16T00:00:00,40-49,1
3183,2022-02-16T00:00:00,50-59,1
3184,2022-02-16T00:00:00,60-69,7
3185,2022-02-16T00:00:00,70-79,12
3186,2022-02-16T00:00:00,80+,11
3187,2022-02-17T00:00:00,30-39,1
3188,2022-02-17T00:00:00,40-49,1
3189,2022-02-17T00:00:00,50-59,2
3190,2022-02-17T00:00:00,60-69,10
3191,2022-02-17T00:00:00,70-79,12
3192,2022-02-17T00:00:00,80+,23
3193,2022-02-18T00:00:00,30-39,1
3194,2022-02-18T00:00:00,50-59,3
3195,2022-02-18T00:00:00,60-69,12
3196,2022-02-18T00:00:00,70-79,8
3197,2022-02-18T00:00:00,80+,13
3198,2022-02-19T00:00:00,30-39,1
3199,2022-02-19T00:00:00,50-59,3
3200,2022-02-19T00:00:00,60-69,4
3201,2022-02-19T00:00:00,70-79,11
3202,2022-02-19T00:00:00,80+,17
3203,2022-02-20T00:00:00,30-39,1
3204,2022-02-20T00:00:00,40-49,2
3205,2022-02-20T00:00:00,50-59,3
3206,2022-02-20T00:00:00,60-69,4
3207,2022-02-20T00:00:00,70-79,7
3208,2022-02-20T00:00:00,80+,11
3209,2022-02-21T00:00:00,30-39,1
3210,2022-02-21T00:00:00,40-49,2
3211,2022-02-21T00:00:00,60-69,5
3212,2022-02-21T00:00:00,70-79,6
3213,2022-02-21T00:00:00,80+,14
3214,2022-02-22T00:00:00,30-39,2
3215,2022-02-22T00:00:00,50-59,4
3216,2022-02-22T00:00:00,60-69,4
3217,2022-02-22T00:00:00,70-79,15
3218,2022-02-22T00:00:00,80+,10
3219,2022-02-23T00:00:00,50-59,2
3220,2022-02-23T00:00:00,60-69,6
3221,2022-02-23T00:00:00,70-79,9
3222,2022-02-23T00:00:00,80+,8
3223,2022-02-24T00:00:00,60-69,5
3224,2022-02-24T00:00:00,70-79,4
3225,2022-02-24T00:00:00,80+,12
3226,2022-02-25T00:00:00,40-49,2
3227,2022-02-25T00:00:00,50-59,2
3228,2022-02-25T00:00:00,60-69,7
3229,2022-02-25T00:00:00,70-79,5
3230,2022-02-25T00:00:00,80+,12
3231,2022-02-26T00:00:00,60-69,4
3232,2022-02-26T00:00:00,70-79,6
3233,2022-02-26T00:00:00,80+,5
3234,2022-02-27T00:00:00,40-49,1
3235,2022-02-27T00:00:00,50-59,2
3236,2022-02-27T00:00:00,60-69,1
3237,2022-02-27T00:00:00,70-79,9
3238,2022-02-27T00:00:00,80+,6
3239,2022-02-28T00:00:00,0-19,1
3240,2022-02-28T00:00:00,30-39,1
3241,2022-02-28T00:00:00,50-59,1
3242,2022-02-28T00:00:00,60-69,2
3243,2022-02-28T00:00:00,70-79,9
3244,2022-02-28T00:00:00,80+,7
3245,2022-03-01T00:00:00,30-39,2
3246,2022-03-01T00:00:00,40-49,1
3247,2022-03-01T00:00:00,50-59,2
3248,2022-03-01T00:00:00,60-69,1
3249,2022-03-01T00:00:00,70-79,10
3250,2022-03-01T00:00:00,80+,7
