Year,Sex,Age Group,COVID-19 Deaths,Pneumonia Deaths,Influenza Deaths
2020.0,Male,55-64 years,2852.0,2118.0,11.0
2020.0,Male,65-74 years,4115.0,3182.0,19.0
2020.0,Male,75-84 years,4588.0,3837.0,24.0
2020.0,Male,85 years and over,4137.0,3558.0,27.0
2020.0,Female,50-64 years,1911.0,1460.0,12.0
2020.0,Female,55-64 years,1545.0,1172.0,11.0
2020.0,Female,65-74 years,2610.0,2056.0,10.0
2020.0,Female,75-84 years,3787.0,3080.0,16.0
2020.0,Female,85 years and over,5729.0,4310.0,39.0
2020.0,All Sexes,45-54 years,742.0,617.0,10.0
2020.0,All Sexes,50-64 years,1759.0,1518.0,21.0
2020.0,All Sexes,55-64 years,1329.0,1167.0,13.0
2020.0,All Sexes,65-74 years,1847.0,1622.0,15.0
2020.0,All Sexes,75-84 years,1749.0,1523.0,19.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Male,15-24 years,17.0,15.0,0.0
2020.0,Male,50-64 years,1104.0,941.0,10.0
2020.0,Male,75-84 years,977.0,859.0,11.0
2020.0,Female,25-34 years,71.0,62.0,0.0
2020.0,Female,50-64 years,655.0,577.0,11.0
2020.0,All Sexes,45-54 years,1640.0,1305.0,15.0
2020.0,All Sexes,50-64 years,5342.0,4678.0,55.0
2020.0,All Sexes,55-64 years,4291.0,3824.0,45.0
2020.0,All Sexes,65-74 years,7356.0,6735.0,76.0
2020.0,All Sexes,75-84 years,9590.0,9070.0,88.0
2020.0,All Sexes,85 years and over,12719.0,11760.0,132.0
2020.0,Male,15-24 years,47.0,45.0,0.0
2020.0,Male,45-54 years,1084.0,826.0,10.0
2020.0,Male,50-64 years,3434.0,2897.0,34.0
2020.0,Male,55-64 years,2742.0,2343.0,28.0
2020.0,Male,65-74 years,4397.0,4048.0,42.0
2020.0,Male,75-84 years,5194.0,5060.0,48.0
2020.0,Male,85 years and over,5259.0,5437.0,53.0
2020.0,Female,25-34 years,90.0,77.0,0.0
2020.0,Female,50-64 years,1908.0,1781.0,21.0
2020.0,Female,55-64 years,1549.0,1481.0,17.0
2020.0,Female,65-74 years,2959.0,2687.0,34.0
2020.0,Female,75-84 years,4396.0,4010.0,40.0
2020.0,Female,85 years and over,7460.0,6323.0,79.0
2020.0,All Sexes,25-34 years,296.0,176.0,17.0
2020.0,All Sexes,35-44 years,831.0,429.0,35.0
2020.0,All Sexes,45-54 years,2177.0,1246.0,113.0
2020.0,All Sexes,50-64 years,6617.0,3959.0,298.0
2020.0,All Sexes,55-64 years,5277.0,3166.0,232.0
2020.0,All Sexes,65-74 years,8324.0,5084.0,242.0
2020.0,All Sexes,75-84 years,9162.0,5975.0,217.0
2020.0,All Sexes,85 years and over,8983.0,6425.0,197.0
2020.0,Male,25-34 years,189.0,111.0,10.0
2020.0,Male,35-44 years,606.0,285.0,29.0
2020.0,Male,45-54 years,1508.0,820.0,79.0
2020.0,Male,50-64 years,4409.0,2569.0,207.0
2020.0,Male,55-64 years,3474.0,2048.0,161.0
2020.0,Male,65-74 years,5198.0,3118.0,147.0
2020.0,Male,75-84 years,5165.0,3346.0,120.0
2020.0,Male,85 years and over,3958.0,2891.0,88.0
2020.0,Female,45-54 years,669.0,426.0,34.0
2020.0,Female,50-64 years,2208.0,1390.0,91.0
2020.0,Female,55-64 years,1803.0,1118.0,71.0
2020.0,Female,65-74 years,3126.0,1966.0,95.0
2020.0,Female,75-84 years,3997.0,2629.0,97.0
2020.0,Female,85 years and over,5025.0,3534.0,109.0
2020.0,All Sexes,35-44 years,804.0,639.0,11.0
2020.0,All Sexes,45-54 years,1981.0,1710.0,29.0
2020.0,All Sexes,50-64 years,5667.0,5392.0,85.0
2020.0,All Sexes,55-64 years,4450.0,4318.0,69.0
2020.0,All Sexes,65-74 years,6927.0,7124.0,86.0
2020.0,All Sexes,75-84 years,7542.0,7738.0,71.0
2020.0,All Sexes,85 years and over,6823.0,6608.0,69.0
2020.0,Male,45-54 years,1224.0,1009.0,14.0
2020.0,Male,50-64 years,3356.0,3138.0,48.0
2020.0,Male,55-64 years,2606.0,2500.0,41.0
2020.0,Male,65-74 years,3927.0,4035.0,38.0
2020.0,Male,75-84 years,4069.0,4348.0,34.0
2020.0,Male,85 years and over,2823.0,2966.0,28.0
2020.0,Female,45-54 years,757.0,701.0,15.0
2020.0,Female,50-64 years,2311.0,2254.0,37.0
2020.0,Female,55-64 years,1844.0,1818.0,28.0
2020.0,Female,65-74 years,3000.0,3089.0,48.0
2020.0,Female,75-84 years,3473.0,3390.0,37.0
2020.0,Female,85 years and over,4000.0,3642.0,41.0
2020.0,All Sexes,1-4 years,0.0,0.0,0.0
2020.0,All Sexes,75-84 years,706.0,727.0,14.0
2020.0,All Sexes,85 years and over,949.0,794.0,16.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Female,5-14 years,0.0,0.0,0.0
2020.0,Female,75-84 years,310.0,308.0,10.0
2020.0,All Sexes,25-34 years,343.0,300.0,15.0
2020.0,All Sexes,35-44 years,859.0,735.0,12.0
2020.0,All Sexes,45-54 years,2187.0,1918.0,29.0
2020.0,All Sexes,50-64 years,7083.0,6408.0,83.0
2020.0,All Sexes,55-64 years,5666.0,5148.0,68.0
2020.0,All Sexes,65-74 years,10032.0,8859.0,90.0
2020.0,All Sexes,75-84 years,12003.0,9837.0,96.0
2020.0,All Sexes,85 years and over,12463.0,9025.0,85.0
2020.0,Male,45-54 years,1313.0,1099.0,16.0
2020.0,Male,50-64 years,4229.0,3742.0,47.0
2020.0,Male,55-64 years,3367.0,3014.0,39.0
2020.0,Male,65-74 years,5891.0,5188.0,54.0
2020.0,Male,75-84 years,6590.0,5557.0,45.0
2020.0,Male,85 years and over,5362.0,4286.0,31.0
2020.0,Female,45-54 years,874.0,819.0,13.0
2020.0,Female,50-64 years,2854.0,2666.0,36.0
2020.0,Female,55-64 years,2299.0,2134.0,29.0
2020.0,Female,65-74 years,4141.0,3671.0,36.0
2020.0,Female,75-84 years,5413.0,4280.0,51.0
2020.0,Female,85 years and over,7101.0,4739.0,54.0
2020.0,All Sexes,45-54 years,1183.0,909.0,17.0
2020.0,All Sexes,50-64 years,3205.0,2823.0,57.0
2020.0,All Sexes,55-64 years,2521.0,2285.0,44.0
2020.0,All Sexes,65-74 years,3915.0,3596.0,59.0
2020.0,All Sexes,75-84 years,4208.0,3820.0,63.0
2020.0,All Sexes,85 years and over,3571.0,2952.0,44.0
2020.0,Male,15-24 years,31.0,39.0,0.0
2020.0,Male,45-54 years,702.0,522.0,14.0
2020.0,Male,50-64 years,1940.0,1608.0,35.0
2020.0,Male,55-64 years,1533.0,1298.0,23.0
2020.0,Male,65-74 years,2237.0,2023.0,29.0
2020.0,Male,75-84 years,2328.0,2162.0,29.0
2020.0,Male,85 years and over,1664.0,1485.0,14.0
2020.0,Female,50-64 years,1265.0,1215.0,22.0
2020.0,Female,55-64 years,988.0,987.0,21.0
2020.0,Female,65-74 years,1678.0,1573.0,30.0
2020.0,Female,75-84 years,1880.0,1658.0,34.0
2020.0,Female,85 years and over,1907.0,1467.0,30.0
2020.0,All Sexes,45-54 years,467.0,334.0,11.0
2020.0,All Sexes,50-64 years,1326.0,1150.0,21.0
2020.0,All Sexes,55-64 years,1037.0,941.0,15.0
2020.0,All Sexes,65-74 years,1576.0,1541.0,22.0
2020.0,All Sexes,75-84 years,1933.0,1718.0,26.0
2020.0,All Sexes,85 years and over,1999.0,1721.0,21.0
2020.0,Male,50-64 years,839.0,673.0,13.0
2020.0,Male,65-74 years,903.0,879.0,15.0
2020.0,Male,75-84 years,1119.0,1030.0,11.0
2020.0,Male,85 years and over,923.0,889.0,10.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,Female,75-84 years,814.0,688.0,15.0
2020.0,Female,85 years and over,1076.0,832.0,11.0
2020.0,All Sexes,35-44 years,757.0,576.0,12.0
2020.0,All Sexes,45-54 years,2179.0,1614.0,20.0
2020.0,All Sexes,50-64 years,6934.0,5556.0,97.0
2020.0,All Sexes,55-64 years,5545.0,4525.0,81.0
2020.0,All Sexes,65-74 years,9835.0,8239.0,86.0
2020.0,All Sexes,75-84 years,12188.0,9873.0,138.0
2020.0,All Sexes,85 years and over,15566.0,10657.0,124.0
2020.0,Male,45-54 years,1343.0,958.0,12.0
2020.0,Male,50-64 years,4280.0,3268.0,50.0
2020.0,Male,55-64 years,3396.0,2653.0,40.0
2020.0,Male,65-74 years,5799.0,4847.0,51.0
2020.0,Male,75-84 years,6749.0,5696.0,64.0
2020.0,Male,85 years and over,6430.0,4934.0,44.0
2020.0,Female,15-24 years,40.0,30.0,0.0
2020.0,Female,50-64 years,2654.0,2288.0,47.0
2020.0,Female,55-64 years,2149.0,1872.0,41.0
2020.0,Female,65-74 years,4036.0,3392.0,35.0
2020.0,Female,75-84 years,5439.0,4177.0,74.0
2020.0,Female,85 years and over,9136.0,5723.0,80.0
2020.0,All Sexes,45-54 years,120.0,110.0,0.0
2020.0,All Sexes,75-84 years,918.0,726.0,11.0
2020.0,All Sexes,85 years and over,1471.0,957.0,16.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Male,35-44 years,30.0,16.0,0.0
2020.0,Male,45-54 years,81.0,67.0,0.0
2020.0,Female,45-54 years,39.0,43.0,0.0
2020.0,All Sexes,35-44 years,526.0,341.0,13.0
2020.0,All Sexes,45-54 years,1245.0,867.0,26.0
2020.0,All Sexes,50-64 years,3499.0,2765.0,45.0
2020.0,All Sexes,55-64 years,2753.0,2201.0,29.0
2020.0,All Sexes,65-74 years,4659.0,3705.0,37.0
2020.0,All Sexes,75-84 years,4837.0,3962.0,47.0
2020.0,All Sexes,85 years and over,3717.0,2986.0,26.0
2020.0,Male,45-54 years,719.0,513.0,11.0
2020.0,Male,50-64 years,1977.0,1572.0,23.0
2020.0,Male,55-64 years,1564.0,1252.0,15.0
2020.0,Male,65-74 years,2635.0,2150.0,19.0
2020.0,Male,75-84 years,2751.0,2270.0,26.0
2020.0,Male,85 years and over,1661.0,1403.0,10.0
2020.0,Female,45-54 years,526.0,354.0,15.0
2020.0,Female,50-64 years,1522.0,1193.0,22.0
2020.0,Female,55-64 years,1189.0,949.0,14.0
2020.0,Female,65-74 years,2024.0,1555.0,18.0
2020.0,Female,75-84 years,2086.0,1692.0,21.0
2020.0,Female,85 years and over,2056.0,1583.0,16.0
2020.0,All Sexes,45-54 years,154.0,146.0,0.0
2020.0,All Sexes,50-64 years,450.0,451.0,11.0
2020.0,All Sexes,55-64 years,359.0,364.0,11.0
2020.0,All Sexes,65-74 years,668.0,678.0,13.0
2020.0,All Sexes,85 years and over,1029.0,715.0,20.0
2020.0,Male,25-34 years,18.0,17.0,0.0
2020.0,Male,45-54 years,79.0,85.0,0.0
2020.0,Female,45-54 years,75.0,61.0,0.0
2020.0,Female,85 years and over,536.0,330.0,12.0
2020.0,All Sexes,35-44 years,804.0,706.0,18.0
2020.0,All Sexes,45-54 years,2068.0,1768.0,31.0
2020.0,All Sexes,50-64 years,5541.0,5331.0,82.0
2020.0,All Sexes,55-64 years,4265.0,4200.0,65.0
2020.0,All Sexes,65-74 years,6716.0,6710.0,95.0
2020.0,All Sexes,75-84 years,6956.0,6954.0,91.0
2020.0,All Sexes,85 years and over,5155.0,5008.0,53.0
2020.0,Male,45-54 years,1248.0,1005.0,13.0
2020.0,Male,50-64 years,3229.0,3034.0,49.0
2020.0,Male,55-64 years,2452.0,2390.0,39.0
2020.0,Male,65-74 years,3860.0,3862.0,54.0
2020.0,Male,75-84 years,3914.0,3939.0,38.0
2020.0,Male,85 years and over,2234.0,2335.0,19.0
2020.0,Female,35-44 years,346.0,318.0,10.0
2020.0,Female,45-54 years,820.0,763.0,18.0
2020.0,Female,50-64 years,2312.0,2297.0,33.0
2020.0,Female,55-64 years,1813.0,1810.0,26.0
2020.0,Female,65-74 years,2856.0,2848.0,41.0
2020.0,Female,75-84 years,3042.0,3015.0,53.0
2020.0,Female,85 years and over,2921.0,2673.0,34.0
2020.0,All Sexes,25-34 years,1686.0,1234.0,26.0
2020.0,All Sexes,35-44 years,4115.0,3063.0,36.0
2020.0,All Sexes,45-54 years,8965.0,6866.0,78.0
2020.0,All Sexes,50-64 years,21985.0,18293.0,214.0
2020.0,All Sexes,55-64 years,16865.0,14260.0,165.0
2020.0,All Sexes,65-74 years,23438.0,21409.0,209.0
2020.0,All Sexes,75-84 years,22321.0,21148.0,190.0
2020.0,All Sexes,85 years and over,17483.0,16106.0,150.0
2020.0,Male,25-34 years,1076.0,794.0,15.0
2020.0,Male,35-44 years,2642.0,1931.0,13.0
2020.0,Male,45-54 years,5844.0,4291.0,40.0
2020.0,Male,50-64 years,13836.0,11127.0,117.0
2020.0,Male,55-64 years,10513.0,8601.0,95.0
2020.0,Male,65-74 years,14001.0,12705.0,105.0
2020.0,Male,75-84 years,12707.0,11982.0,105.0
2020.0,Male,85 years and over,8166.0,7831.0,54.0
2020.0,Female,25-34 years,610.0,440.0,11.0
2020.0,Female,35-44 years,1473.0,1132.0,23.0
2020.0,Female,45-54 years,3121.0,2575.0,38.0
2020.0,Female,50-64 years,8149.0,7166.0,97.0
2020.0,Female,55-64 years,6352.0,5659.0,70.0
2020.0,Female,65-74 years,9437.0,8704.0,104.0
2020.0,Female,75-84 years,9614.0,9166.0,85.0
2020.0,Female,85 years and over,9317.0,8275.0,96.0
2020.0,All Sexes,50-64 years,1011.0,872.0,15.0
2020.0,All Sexes,55-64 years,768.0,686.0,11.0
2020.0,All Sexes,65-74 years,1189.0,1092.0,15.0
2020.0,All Sexes,75-84 years,1278.0,1232.0,15.0
2020.0,All Sexes,85 years and over,1122.0,1044.0,19.0
2020.0,Male,50-64 years,666.0,554.0,13.0
2020.0,Male,55-64 years,488.0,424.0,10.0
2020.0,Female,35-44 years,89.0,68.0,0.0
2020.0,Female,85 years and over,509.0,474.0,12.0
2020.0,All Sexes,5-14 years,0.0,0.0,0.0
2020.0,Male,15-24 years,0.0,0.0,0.0
2020.0,Female,50-64 years,31.0,34.0,0.0
2020.0,Female,55-64 years,25.0,31.0,0.0
2020.0,All Sexes,45-54 years,1107.0,865.0,11.0
2020.0,All Sexes,50-64 years,3405.0,2850.0,47.0
2020.0,All Sexes,55-64 years,2711.0,2304.0,40.0
2020.0,All Sexes,65-74 years,4441.0,3863.0,40.0
2020.0,All Sexes,75-84 years,5162.0,4366.0,43.0
2020.0,All Sexes,85 years and over,5383.0,3967.0,55.0
2020.0,Male,50-64 years,2063.0,1647.0,25.0
2020.0,Male,55-64 years,1643.0,1338.0,20.0
2020.0,Male,65-74 years,2515.0,2181.0,29.0
2020.0,Male,75-84 years,2853.0,2503.0,23.0
2020.0,Male,85 years and over,2261.0,1861.0,24.0
2020.0,Female,50-64 years,1342.0,1203.0,22.0
2020.0,Female,55-64 years,1068.0,966.0,20.0
2020.0,Female,65-74 years,1926.0,1682.0,11.0
2020.0,Female,75-84 years,2309.0,1863.0,20.0
2020.0,Female,85 years and over,3122.0,2106.0,31.0
2020.0,All Sexes,50-64 years,2192.0,2611.0,39.0
2020.0,All Sexes,55-64 years,1704.0,2059.0,35.0
2020.0,All Sexes,65-74 years,2796.0,3494.0,44.0
2020.0,All Sexes,75-84 years,3072.0,3636.0,42.0
2020.0,All Sexes,85 years and over,3304.0,3643.0,33.0
2020.0,Male,50-64 years,1412.0,1605.0,24.0
2020.0,Male,55-64 years,1083.0,1245.0,21.0
2020.0,Male,65-74 years,1713.0,2139.0,33.0
2020.0,Male,75-84 years,1773.0,2093.0,20.0
2020.0,Male,85 years and over,1523.0,1801.0,16.0
2020.0,Female,50-64 years,780.0,1006.0,15.0
2020.0,Female,55-64 years,621.0,814.0,14.0
2020.0,Female,65-74 years,1083.0,1355.0,11.0
2020.0,Female,75-84 years,1299.0,1543.0,22.0
2020.0,Female,85 years and over,1781.0,1842.0,17.0
2020.0,All Sexes,50-64 years,1280.0,1407.0,20.0
2020.0,All Sexes,55-64 years,988.0,1122.0,16.0
2020.0,All Sexes,65-74 years,1820.0,2084.0,24.0
2020.0,All Sexes,75-84 years,1944.0,2143.0,20.0
2020.0,All Sexes,85 years and over,1540.0,1563.0,15.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Male,65-74 years,1024.0,1194.0,15.0
2020.0,Male,75-84 years,1067.0,1198.0,12.0
2020.0,Female,50-64 years,529.0,615.0,12.0
2020.0,Female,55-64 years,420.0,492.0,10.0
2020.0,All Sexes,35-44 years,286.0,179.0,11.0
2020.0,All Sexes,45-54 years,747.0,460.0,18.0
2020.0,All Sexes,50-64 years,2204.0,1579.0,37.0
2020.0,All Sexes,55-64 years,1734.0,1274.0,27.0
2020.0,All Sexes,65-74 years,3130.0,2373.0,40.0
2020.0,All Sexes,75-84 years,3982.0,3083.0,55.0
2020.0,All Sexes,85 years and over,4725.0,3297.0,56.0
2020.0,Male,45-54 years,480.0,280.0,12.0
2020.0,Male,50-64 years,1375.0,958.0,21.0
2020.0,Male,55-64 years,1079.0,770.0,14.0
2020.0,Male,65-74 years,1909.0,1438.0,25.0
2020.0,Male,75-84 years,2250.0,1807.0,29.0
2020.0,Male,85 years and over,2115.0,1611.0,21.0
2020.0,Female,50-64 years,829.0,621.0,16.0
2020.0,Female,55-64 years,655.0,504.0,13.0
2020.0,Female,65-74 years,1221.0,935.0,15.0
2020.0,Female,75-84 years,1732.0,1276.0,26.0
2020.0,Female,85 years and over,2610.0,1686.0,35.0
2020.0,All Sexes,1-4 years,0.0,0.0,0.0
2020.0,All Sexes,35-44 years,35.0,37.0,0.0
2020.0,Male,35-44 years,21.0,23.0,0.0
2020.0,Male,45-54 years,46.0,42.0,0.0
2020.0,Male,50-64 years,175.0,146.0,0.0
2020.0,Male,55-64 years,150.0,126.0,0.0
2020.0,Male,75-84 years,251.0,241.0,0.0
2020.0,All Sexes,15-24 years,22.0,29.0,0.0
2020.0,All Sexes,45-54 years,375.0,589.0,14.0
2020.0,All Sexes,50-64 years,893.0,1609.0,36.0
2020.0,All Sexes,55-64 years,645.0,1246.0,25.0
2020.0,All Sexes,65-74 years,980.0,2252.0,24.0
2020.0,All Sexes,75-84 years,1109.0,3275.0,52.0
2020.0,All Sexes,85 years and over,942.0,3284.0,54.0
2020.0,Male,15-24 years,18.0,19.0,0.0
2020.0,Male,50-64 years,526.0,973.0,25.0
2020.0,Male,55-64 years,367.0,739.0,16.0
2020.0,Male,65-74 years,585.0,1363.0,14.0
2020.0,Male,75-84 years,628.0,1806.0,19.0
2020.0,Male,85 years and over,437.0,1497.0,13.0
2020.0,Female,50-64 years,367.0,636.0,11.0
2020.0,Female,65-74 years,395.0,889.0,10.0
2020.0,Female,75-84 years,481.0,1469.0,33.0
2020.0,Female,85 years and over,505.0,1787.0,41.0
2020.0,All Sexes,1-4 years,25.0,134.0,61.0
2020.0,All Sexes,5-14 years,69.0,173.0,76.0
2020.0,All Sexes,15-24 years,619.0,776.0,80.0
2020.0,All Sexes,25-34 years,2626.0,2797.0,230.0
2020.0,All Sexes,35-44 years,6792.0,6338.0,356.0
2020.0,All Sexes,45-54 years,18343.0,16837.0,766.0
2020.0,All Sexes,50-64 years,56802.0,55534.0,2084.0
2020.0,All Sexes,55-64 years,45594.0,44976.0,1622.0
2020.0,All Sexes,65-74 years,82332.0,79515.0,1878.0
2020.0,All Sexes,75-84 years,106319.0,98455.0,1894.0
2020.0,All Sexes,85 years and over,122895.0,101757.0,1803.0
2020.0,Male,1-4 years,14.0,63.0,38.0
2020.0,Male,5-14 years,38.0,94.0,38.0
2020.0,Male,15-24 years,379.0,477.0,38.0
2020.0,Male,25-34 years,1669.0,1717.0,115.0
2020.0,Male,35-44 years,4501.0,3945.0,187.0
2020.0,Male,45-54 years,12313.0,10441.0,448.0
2020.0,Male,50-64 years,36815.0,33991.0,1203.0
2020.0,Male,55-64 years,29295.0,27422.0,932.0
2020.0,Male,65-74 years,50519.0,48088.0,1049.0
2020.0,Male,75-84 years,59503.0,56121.0,954.0
2020.0,Male,85 years and over,51216.0,46996.0,736.0
2020.0,Female,1-4 years,11.0,71.0,23.0
2020.0,Female,5-14 years,31.0,79.0,38.0
2020.0,Female,15-24 years,240.0,299.0,42.0
2020.0,Female,25-34 years,957.0,1080.0,115.0
2020.0,Female,35-44 years,2291.0,2393.0,169.0
2020.0,Female,45-54 years,6030.0,6396.0,318.0
2020.0,Female,50-64 years,19987.0,21543.0,881.0
2020.0,Female,55-64 years,16299.0,17554.0,690.0
2020.0,Female,65-74 years,31813.0,31427.0,829.0
2020.0,Female,75-84 years,46816.0,42334.0,940.0
2020.0,Female,85 years and over,71679.0,54761.0,1067.0
2021.0,All Sexes,1-4 years,66.0,164.0,8.0
2021.0,All Sexes,5-14 years,180.0,237.0,5.0
2021.0,All Sexes,15-24 years,1655.0,1299.0,13.0
2021.0,All Sexes,25-34 years,7047.0,5301.0,17.0
2021.0,All Sexes,35-44 years,17442.0,13048.0,36.0
2021.0,All Sexes,45-54 years,39434.0,30042.0,65.0
2021.0,All Sexes,50-64 years,103062.0,85641.0,237.0
2021.0,All Sexes,55-64 years,79328.0,67234.0,196.0
2021.0,All Sexes,65-74 years,111614.0,101483.0,277.0
2021.0,All Sexes,75-84 years,110680.0,104387.0,259.0
2021.0,All Sexes,85 years and over,95159.0,88205.0,209.0
2021.0,Male,1-4 years,33.0,82.0,6.0
2021.0,Male,5-14 years,100.0,132.0,1.0
2021.0,Male,15-24 years,962.0,768.0,8.0
2021.0,Male,25-34 years,4294.0,3236.0,9.0
2021.0,Male,35-44 years,10679.0,7883.0,22.0
2021.0,Male,45-54 years,25010.0,18605.0,39.0
2021.0,Male,50-64 years,63420.0,51523.0,134.0
2021.0,Male,55-64 years,48276.0,40116.0,108.0
2021.0,Male,65-74 years,65131.0,59449.0,161.0
2021.0,Male,75-84 years,62173.0,59263.0,116.0
2021.0,Male,85 years and over,43160.0,42794.0,78.0
2021.0,Female,1-4 years,33.0,82.0,2.0
2021.0,Female,5-14 years,80.0,105.0,4.0
2021.0,Female,15-24 years,693.0,531.0,5.0
2021.0,Female,25-34 years,2753.0,2065.0,8.0
2021.0,Female,35-44 years,6763.0,5165.0,14.0
2021.0,Female,45-54 years,14424.0,11437.0,26.0
2021.0,Female,50-64 years,39642.0,34118.0,103.0
2021.0,Female,55-64 years,31052.0,27118.0,88.0
2021.0,Female,65-74 years,46483.0,42034.0,116.0
2021.0,Female,75-84 years,48507.0,45124.0,143.0
2021.0,Female,85 years and over,51999.0,45411.0,131.0
2022.0,All Sexes,1-4 years,52.0,44.0,6.0
2022.0,All Sexes,5-14 years,92.0,66.0,10.0
2022.0,All Sexes,15-24 years,400.0,281.0,11.0
2022.0,All Sexes,25-34 years,1602.0,1188.0,25.0
2022.0,All Sexes,35-44 years,3636.0,2762.0,45.0
2022.0,All Sexes,45-54 years,9115.0,7127.0,60.0
2022.0,All Sexes,50-64 years,28375.0,23624.0,224.0
2022.0,All Sexes,55-64 years,22736.0,19200.0,184.0
2022.0,All Sexes,65-74 years,37080.0,33172.0,329.0
2022.0,All Sexes,75-84 years,42245.0,38267.0,464.0
2022.0,All Sexes,85 years and over,39760.0,34026.0,526.0
2022.0,Male,1-4 years,24.0,24.0,2.0
2022.0,Male,5-14 years,39.0,37.0,6.0
2022.0,Male,15-24 years,245.0,165.0,2.0
2022.0,Male,25-34 years,957.0,674.0,11.0
2022.0,Male,35-44 years,2143.0,1625.0,26.0
2022.0,Male,45-54 years,5552.0,4232.0,32.0
2022.0,Male,50-64 years,17016.0,13939.0,115.0
2022.0,Male,55-64 years,13541.0,11256.0,92.0
2022.0,Male,65-74 years,21723.0,19375.0,167.0
2022.0,Male,75-84 years,23992.0,21909.0,218.0
2022.0,Male,85 years and over,18909.0,16827.0,183.0
2022.0,Female,1-4 years,28.0,20.0,4.0
2022.0,Female,5-14 years,53.0,29.0,4.0
2022.0,Female,15-24 years,155.0,116.0,9.0
2022.0,Female,25-34 years,645.0,514.0,14.0
2022.0,Female,35-44 years,1493.0,1137.0,19.0
2022.0,Female,45-54 years,3563.0,2895.0,28.0
2022.0,Female,50-64 years,11359.0,9685.0,109.0
2022.0,Female,55-64 years,9195.0,7944.0,92.0
2022.0,Female,65-74 years,15357.0,13797.0,162.0
2022.0,Female,75-84 years,18253.0,16358.0,246.0
2022.0,Female,85 years and over,20851.0,17199.0,343.0
2020.0,All Sexes,45-54 years,379.0,262.0,14.0
2020.0,All Sexes,50-64 years,1135.0,927.0,47.0
2020.0,All Sexes,55-64 years,899.0,763.0,36.0
2020.0,All Sexes,65-74 years,1669.0,1313.0,40.0
2020.0,All Sexes,75-84 years,1900.0,1509.0,23.0
2020.0,All Sexes,85 years and over,1675.0,1185.0,12.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Male,50-64 years,658.0,510.0,29.0
2020.0,Male,55-64 years,530.0,418.0,24.0
2020.0,Male,65-74 years,993.0,793.0,25.0
2020.0,Male,75-84 years,1041.0,823.0,13.0
2020.0,Female,50-64 years,477.0,417.0,18.0
2020.0,Female,55-64 years,369.0,345.0,12.0
2020.0,Female,65-74 years,676.0,520.0,15.0
2020.0,Female,75-84 years,859.0,686.0,10.0
2021.0,All Sexes,25-34 years,172.0,102.0,0.0
2021.0,All Sexes,50-64 years,2479.0,1459.0,16.0
2021.0,All Sexes,55-64 years,1896.0,1147.0,14.0
2021.0,Male,25-34 years,95.0,58.0,0.0
2021.0,Male,50-64 years,1389.0,817.0,10.0
2021.0,Female,25-34 years,77.0,44.0,0.0
2021.0,Female,35-44 years,206.0,118.0,0.0
2021.0,Female,45-54 years,420.0,218.0,0.0
2022.0,All Sexes,45-54 years,188.0,110.0,0.0
2022.0,Male,1-4 years,0.0,0.0,0.0
2022.0,Male,5-14 years,0.0,0.0,0.0
2022.0,Male,45-54 years,106.0,65.0,0.0
2022.0,Female,45-54 years,82.0,45.0,0.0
2022.0,Female,65-74 years,306.0,218.0,0.0
2020.0,All Sexes,5-14 years,0.0,0.0,0.0
2020.0,Male,5-14 years,0.0,0.0,0.0
2020.0,Male,65-74 years,45.0,42.0,0.0
2020.0,Female,85 years and over,33.0,38.0,0.0
2021.0,All Sexes,5-14 years,0.0,0.0,0.0
2021.0,All Sexes,25-34 years,28.0,21.0,0.0
2021.0,All Sexes,35-44 years,47.0,37.0,0.0
2021.0,All Sexes,45-54 years,97.0,63.0,0.0
2021.0,All Sexes,65-74 years,219.0,184.0,0.0
2021.0,All Sexes,75-84 years,174.0,153.0,0.0
2021.0,All Sexes,85 years and over,103.0,78.0,0.0
2021.0,Male,25-34 years,18.0,13.0,0.0
2021.0,Male,35-44 years,28.0,22.0,0.0
2021.0,Male,45-54 years,67.0,43.0,0.0
2021.0,Male,65-74 years,131.0,109.0,0.0
2021.0,Male,75-84 years,99.0,88.0,0.0
2021.0,Male,85 years and over,53.0,39.0,0.0
2021.0,Female,15-24 years,0.0,0.0,0.0
2021.0,Female,35-44 years,19.0,15.0,0.0
2021.0,Female,45-54 years,30.0,20.0,0.0
2021.0,Female,50-64 years,57.0,41.0,0.0
2021.0,Female,55-64 years,45.0,33.0,0.0
2021.0,Female,65-74 years,88.0,75.0,0.0
2021.0,Female,75-84 years,75.0,65.0,0.0
2021.0,Female,85 years and over,50.0,39.0,0.0
2022.0,All Sexes,85 years and over,34.0,22.0,0.0
2022.0,Male,65-74 years,35.0,24.0,0.0
2022.0,Male,75-84 years,25.0,27.0,0.0
2022.0,Female,1-4 years,0.0,0.0,0.0
2020.0,All Sexes,45-54 years,593.0,530.0,16.0
2020.0,All Sexes,50-64 years,1707.0,1652.0,37.0
2020.0,All Sexes,55-64 years,1354.0,1332.0,26.0
2020.0,All Sexes,65-74 years,2143.0,2204.0,38.0
